user_id,day,typing_speed,key_press_duration,correction_rate,screen_time,night_usage,unlock_count,movement_intensity,acceleration_variance,task_accuracy,task_completion_time,speed_variance,risk_stage
user_0124,54,40.07,122.68,6.22,4.59,0.86,49,0.92,0.1666,88.47,20.56,0.1568,1
user_0124,55,40.53,122.25,6.18,4.59,0.85,48,0.93,0.1649,88.79,20.63,0.159,1
user_0124,56,40.06,122.23,6.17,4.57,0.87,49,0.93,0.1685,88.75,20.57,0.1571,1
user_0124,57,40.4,122.55,6.28,4.58,0.88,49,0.93,0.1666,88.64,20.53,0.1591,1
user_0124,58,40.0,122.18,6.3,4.59,0.87,49,0.93,0.1672,88.65,20.63,0.1584,1
user_0124,59,40.01,122.54,6.14,4.6,0.86,48,0.93,0.1681,88.64,20.54,0.1586,1
user_0125,0,42.4,117.14,4.04,4.51,0.25,40,1.0,0.0898,93.37,18.0,0.1368,0
user_0125,1,42.85,117.41,3.88,4.48,0.29,40,1.0,0.0921,93.28,18.16,0.1391,0
user_0125,2,42.76,117.2,4.03,4.46,0.26,39,1.01,0.0926,93.37,17.82,0.1396,0
user_0125,3,42.42,117.1,3.91,4.43,0.27,39,0.99,0.0907,93.44,17.96,0.1384,0
user_0125,4,42.73,117.41,4.01,4.5,0.24,39,1.0,0.0958,93.52,17.88,0.1385,0
user_0125,5,42.67,117.22,4.05,4.52,0.25,39,1.0,0.0923,93.4,18.02,0.1382,0
user_0125,6,42.49,117.29,3.97,4.49,0.26,39,1.01,0.0928,93.54,17.97,0.1376,0
user_0125,7,42.55,117.24,3.98,4.45,0.25,40,1.0,0.0962,93.43,17.99,0.1391,0
user_0125,8,42.52,117.53,4.1,4.48,0.25,40,1.0,0.0909,93.35,17.84,0.138,0
user_0125,9,42.65,117.65,3.95,4.44,0.26,40,1.0,0.0908,93.44,17.79,0.1386,0
user_0125,10,42.78,117.29,3.98,4.44,0.25,40,1.0,0.0937,93.25,17.97,0.1368,0
user_0125,11,42.59,117.17,4.1,4.45,0.25,40,1.0,0.0928,93.31,17.9,0.138,0
user_0125,12,42.61,116.97,3.92,4.5,0.26,40,1.0,0.0933,93.09,17.88,0.139,0
user_0125,13,42.5,117.21,4.03,4.45,0.25,39,1.0,0.0906,93.36,18.0,0.1385,0
user_0125,14,42.49,117.25,4.07,4.48,0.27,39,1.0,0.0921,93.1,18.09,0.1392,0
user_0125,15,42.82,116.9,4.01,4.46,0.27,39,1.0,0.0931,93.4,18.04,0.1384,0
user_0125,16,42.55,117.24,4.06,4.45,0.25,39,0.99,0.0901,93.18,17.98,0.1389,0
user_0125,17,42.5,116.86,4.07,4.47,0.25,40,0.99,0.0945,93.36,17.99,0.1381,0
user_0125,18,42.61,117.38,3.87,4.45,0.25,39,1.0,0.0942,93.26,17.89,0.1379,0
user_0125,19,42.82,117.27,3.96,4.46,0.24,39,1.0,0.0937,93.31,17.93,0.1393,0
user_0125,20,42.54,117.02,3.94,4.46,0.25,39,1.0,0.0929,93.42,18.01,0.1381,0
user_0125,21,42.52,117.16,3.92,4.46,0.26,40,1.0,0.0981,93.36,17.83,0.1388,0
user_0125,22,42.77,117.2,3.89,4.42,0.25,39,1.0,0.0924,93.48,18.08,0.1379,0
user_0125,23,42.53,117.5,4.01,4.47,0.27,39,1.0,0.0924,93.1,17.88,0.1375,0
user_0125,24,42.8,117.23,3.98,4.5,0.25,39,1.0,0.0929,93.36,18.05,0.1376,0
user_0125,25,42.32,117.36,3.86,4.47,0.26,40,1.0,0.096,93.19,18.15,0.1377,0
user_0125,26,42.6,117.3,4.1,4.44,0.28,39,1.0,0.0939,93.43,17.86,0.1364,0
user_0125,27,42.79,117.32,3.86,4.45,0.25,40,1.0,0.0927,93.3,18.17,0.1393,0
user_0125,28,42.7,117.31,4.01,4.44,0.26,39,0.99,0.0928,93.33,18.13,0.1393,0
user_0125,29,42.45,117.52,3.81,4.48,0.25,39,0.99,0.0952,93.37,18.04,0.1394,0
user_0125,30,42.56,117.61,3.98,4.39,0.27,39,1.0,0.0941,93.09,17.99,0.1383,0
user_0125,31,42.73,117.38,3.9,4.45,0.25,39,1.0,0.0952,93.37,18.04,0.1372,0
user_0125,32,42.3,117.41,4.08,4.47,0.26,39,1.0,0.0919,93.37,17.98,0.139,0
user_0125,33,42.71,117.17,4.04,4.45,0.27,40,1.0,0.0919,93.35,17.88,0.1388,0
user_0125,34,42.28,116.99,4.03,4.5,0.26,39,1.0,0.0922,93.15,17.96,0.1406,0
user_0125,35,42.62,117.37,3.86,4.5,0.27,40,1.0,0.092,93.3,18.27,0.138,0
user_0125,36,42.87,117.78,4.03,4.46,0.24,40,1.0,0.0928,93.28,18.03,0.1389,0
user_0125,37,42.59,117.56,4.0,4.46,0.24,39,1.0,0.0893,93.38,18.09,0.1406,0
user_0125,38,42.46,117.24,4.03,4.46,0.25,39,1.0,0.0948,93.33,17.99,0.1388,0
user_0125,39,42.71,117.35,3.91,4.48,0.25,39,0.99,0.0929,93.27,17.97,0.1374,0
user_0125,40,42.73,117.17,3.95,4.42,0.27,39,1.0,0.094,93.29,18.04,0.1389,0
user_0125,41,42.72,117.41,3.98,4.46,0.28,40,1.0,0.0935,93.37,18.0,0.1402,0
user_0125,42,42.58,117.24,4.06,4.44,0.25,40,1.0,0.0918,93.35,18.01,0.1398,0
user_0125,43,42.76,117.31,4.12,4.5,0.26,39,1.01,0.0949,93.21,17.94,0.1371,0
user_0125,44,42.44,117.58,4.01,4.45,0.26,40,1.01,0.0939,93.39,17.92,0.1385,0
user_0125,45,42.59,116.68,4.03,4.42,0.26,39,1.0,0.0922,93.27,17.98,0.1393,0
user_0125,46,42.43,117.27,4.16,4.45,0.26,40,1.01,0.0953,93.31,18.04,0.1382,0
user_0125,47,42.76,117.23,4.13,4.42,0.26,40,0.99,0.0905,93.46,18.05,0.1392,0
user_0125,48,42.85,117.18,4.13,4.54,0.27,40,1.0,0.0933,93.35,18.0,0.1373,0
user_0125,49,42.66,117.32,4.1,4.48,0.25,39,1.0,0.0917,93.34,17.93,0.1397,0
user_0125,50,42.68,117.51,3.99,4.47,0.26,40,1.0,0.092,93.41,17.94,0.1405,0
user_0125,51,42.63,117.54,3.97,4.46,0.25,39,0.99,0.0926,93.14,18.03,0.1383,0
user_0125,52,42.17,117.13,4.0,4.5,0.25,39,0.99,0.0922,93.23,17.98,0.1386,0
user_0125,53,42.68,117.4,3.95,4.48,0.24,40,1.0,0.0932,93.22,17.91,0.1391,0
user_0125,54,42.53,117.41,3.95,4.54,0.25,40,1.01,0.0947,93.29,17.99,0.1351,0
user_0125,55,42.25,117.26,3.96,4.44,0.26,39,1.0,0.0945,93.2,18.07,0.1387,0
user_0125,56,42.8,117.14,3.9,4.45,0.26,40,1.0,0.0927,93.32,18.07,0.1395,0
user_0125,57,42.65,117.33,4.02,4.47,0.26,39,0.99,0.0917,93.28,18.07,0.1381,0
user_0125,58,42.63,117.28,4.04,4.46,0.25,39,1.0,0.0885,93.34,18.09,0.1383,0
user_0125,59,42.65,117.16,4.0,4.46,0.26,39,0.99,0.0935,93.32,17.93,0.1391,0
user_0126,0,76.06,119.6,4.07,4.61,0.32,40,1.0,0.1278,95.26,18.07,0.1019,0
user_0126,1,75.83,119.05,4.11,4.63,0.31,40,1.0,0.1274,95.3,18.09,0.1032,0
user_0126,2,75.99,119.57,3.99,4.67,0.31,39,1.01,0.1288,95.15,18.21,0.1023,0
user_0126,3,75.57,119.56,3.92,4.66,0.33,39,1.0,0.1287,95.43,17.97,0.1017,0
user_0126,4,75.95,119.01,3.95,4.62,0.3,40,1.0,0.1293,95.28,18.02,0.1023,0
user_0126,5,75.96,120.1,3.91,4.68,0.33,39,1.0,0.1291,95.19,18.03,0.1032,0
user_0126,6,75.88,119.91,3.94,4.62,0.3,39,1.01,0.1275,95.39,17.98,0.1034,0
user_0126,7,75.71,119.94,3.96,4.64,0.32,40,1.0,0.1254,95.45,18.15,0.1023,0
user_0126,8,76.03,119.66,4.11,4.63,0.31,39,1.0,0.1285,95.51,17.83,0.1023,0
user_0126,9,75.79,119.32,3.92,4.66,0.29,39,1.01,0.1285,95.24,17.97,0.1029,0
user_0126,10,76.08,119.58,3.94,4.62,0.34,40,1.01,0.1314,95.32,18.03,0.1033,0
user_0126,11,76.11,119.86,4.04,4.64,0.3,39,1.0,0.1295,95.39,17.8,0.1029,0
user_0126,12,76.11,119.63,4.03,4.63,0.3,39,0.99,0.1306,95.28,18.04,0.1016,0
user_0126,13,75.9,119.56,3.97,4.62,0.32,40,1.0,0.1286,95.46,17.83,0.1034,0
user_0126,14,76.04,119.85,3.82,4.61,0.32,40,0.99,0.1277,95.39,18.09,0.104,0
user_0126,15,76.01,119.91,4.07,4.66,0.33,40,1.01,0.1283,95.3,18.17,0.1055,0
user_0126,16,76.01,119.88,3.85,4.63,0.32,39,1.0,0.1288,95.39,17.84,0.105,0
user_0126,17,76.12,119.78,4.0,4.61,0.32,39,1.01,0.1299,95.34,17.88,0.102,0
user_0126,18,75.81,119.66,4.11,4.66,0.32,39,1.0,0.1294,95.31,18.02,0.1019,0
user_0126,19,76.24,119.39,4.02,4.64,0.32,40,1.01,0.1276,95.42,18.01,0.104,0
user_0126,20,76.14,119.82,3.89,4.64,0.32,40,1.01,0.129,95.42,17.99,0.1045,0
user_0126,21,75.91,119.75,3.92,4.63,0.32,39,1.01,0.1289,95.37,18.0,0.1028,0
user_0126,22,75.67,119.88,4.09,4.64,0.3,40,1.01,0.1291,95.37,18.14,0.1039,0
user_0126,23,76.1,120.11,4.03,4.61,0.34,40,1.01,0.128,95.33,17.86,0.1029,0
user_0126,24,75.93,119.61,3.89,4.6,0.32,40,1.01,0.1273,95.35,17.99,0.1033,0
user_0126,25,75.87,119.26,4.01,4.62,0.31,39,1.0,0.1261,95.29,17.85,0.1042,0
user_0126,26,76.21,119.9,4.08,4.71,0.29,40,1.0,0.1292,95.25,18.03,0.1039,0
user_0126,27,76.05,119.33,4.07,4.62,0.31,39,1.0,0.1263,95.43,18.22,0.1032,0
user_0126,28,75.8,119.28,3.99,4.63,0.32,40,0.99,0.1283,95.22,18.03,0.1008,0
user_0126,29,75.75,119.58,4.05,4.62,0.32,39,1.0,0.1275,95.42,18.15,0.1042,0
user_0126,30,76.18,119.68,3.93,4.63,0.3,40,1.0,0.1271,95.31,17.79,0.1035,0
user_0126,31,75.72,119.72,4.02,4.61,0.31,40,0.99,0.1295,95.47,17.99,0.1043,0
user_0126,32,76.01,119.65,4.0,4.63,0.32,40,1.01,0.1278,95.25,18.1,0.1033,0
user_0126,33,75.95,119.11,4.12,4.62,0.32,39,1.0,0.13,95.21,18.16,0.1018,0
user_0126,34,75.96,119.46,4.05,4.68,0.32,39,1.0,0.1316,95.22,17.9,0.1028,0
user_0126,35,75.9,119.54,3.94,4.63,0.32,40,0.99,0.1274,95.27,18.0,0.1035,0
user_0126,36,75.79,119.68,4.14,4.62,0.3,40,1.0,0.1277,95.45,17.68,0.1028,0
user_0126,37,75.71,120.1,3.95,4.6,0.3,40,1.01,0.1283,95.31,17.94,0.1042,0
user_0126,38,75.87,119.48,3.96,4.65,0.32,39,1.0,0.1247,95.18,17.96,0.1023,0
user_0126,39,75.97,120.05,4.02,4.68,0.31,39,1.0,0.1307,95.36,18.09,0.1031,0
user_0126,40,75.79,119.91,3.97,4.64,0.3,40,1.0,0.1307,95.44,18.01,0.1011,0
user_0126,41,75.98,119.54,4.1,4.65,0.32,39,1.0,0.1261,95.2,17.99,0.1024,0
user_0126,42,76.02,119.89,4.03,4.69,0.31,40,1.01,0.1265,95.35,18.17,0.1028,0
user_0126,43,75.82,119.81,4.02,4.7,0.33,40,1.0,0.126,95.44,18.05,0.1032,0
user_0126,44,75.98,119.88,3.95,4.57,0.31,39,0.99,0.1285,95.53,17.99,0.1018,0
user_0126,45,76.0,119.77,4.0,4.6,0.32,40,1.01,0.1303,95.16,17.95,0.1023,0
user_0126,46,75.95,119.92,4.05,4.64,0.3,40,1.0,0.1238,95.34,17.88,0.103,0
user_0126,47,75.82,119.75,4.02,4.65,0.32,40,1.0,0.1288,95.38,18.0,0.1033,0
user_0126,48,75.83,119.86,4.08,4.66,0.31,40,1.0,0.1262,95.4,17.9,0.1026,0
user_0126,49,75.97,119.81,4.06,4.59,0.32,39,1.0,0.1285,95.09,18.22,0.1013,0
user_0126,50,76.0,119.64,3.98,4.59,0.32,40,1.0,0.129,95.3,18.09,0.1043,0
user_0126,51,75.77,119.46,3.94,4.64,0.32,39,1.0,0.1309,95.27,17.99,0.1043,0
user_0126,52,76.09,119.63,4.03,4.56,0.32,40,1.01,0.1311,95.29,18.13,0.1025,0
user_0126,53,75.97,120.03,4.02,4.65,0.32,39,1.0,0.1278,95.26,18.13,0.1025,0
user_0126,54,75.79,120.19,3.99,4.67,0.33,40,1.0,0.1279,95.2,18.03,0.1053,0
user_0126,55,75.72,119.88,3.97,4.59,0.31,39,1.0,0.1286,95.3,17.77,0.1051,0
user_0126,56,76.2,120.11,4.0,4.64,0.33,40,1.01,0.1287,95.33,18.1,0.1029,0
user_0126,57,76.03,119.42,3.88,4.63,0.31,39,1.0,0.1294,95.3,18.05,0.1034,0
user_0126,58,76.07,119.47,4.07,4.65,0.31,40,1.0,0.1307,95.13,17.94,0.1041,0
user_0126,59,76.05,119.98,3.9,4.61,0.33,40,1.0,0.1317,95.31,17.96,0.1019,0
user_0127,0,64.9,118.88,3.98,3.74,0.25,40,0.99,0.0876,90.89,17.74,0.1524,0
user_0127,1,64.89,118.66,4.02,3.72,0.25,40,1.0,0.0857,90.84,17.85,0.1502,0
user_0127,2,64.78,119.22,3.9,3.75,0.22,39,0.99,0.0855,91.07,17.93,0.1508,0
user_0127,3,64.58,119.16,3.93,3.78,0.26,40,1.0,0.0872,90.83,18.02,0.1509,0
user_0127,4,64.73,118.66,3.94,3.71,0.26,39,1.0,0.0896,90.94,17.94,0.1518,0
user_0127,5,64.61,118.59,3.86,3.75,0.24,40,1.0,0.0897,90.9,18.08,0.1521,0
user_0127,6,64.71,118.82,3.98,3.75,0.26,39,1.01,0.089,91.15,18.03,0.1493,0
user_0127,7,64.89,118.87,3.98,3.76,0.24,39,1.0,0.0897,90.96,18.01,0.1508,0
user_0127,8,64.86,118.75,4.09,3.77,0.27,39,1.0,0.0863,90.88,18.07,0.1505,0
user_0127,9,64.64,119.06,4.03,3.69,0.26,40,1.0,0.0867,91.04,17.95,0.1505,0
user_0127,10,64.79,119.0,4.02,3.79,0.23,39,1.01,0.0918,91.11,18.05,0.1515,0
user_0127,11,64.91,118.72,4.05,3.72,0.25,39,1.0,0.0879,91.0,17.9,0.1503,0
user_0127,12,64.96,118.4,4.0,3.78,0.26,40,1.0,0.0876,91.06,18.12,0.1509,0
user_0127,13,64.94,118.61,3.91,3.77,0.27,40,1.0,0.0843,91.05,17.95,0.1527,0
user_0127,14,64.9,118.89,3.96,3.78,0.26,39,1.01,0.0902,91.02,18.08,0.1512,0
user_0127,15,64.63,118.95,3.99,3.72,0.24,39,0.99,0.0878,91.1,17.87,0.1495,0
user_0127,16,65.07,118.63,4.0,3.76,0.25,39,1.0,0.0877,91.02,17.88,0.1521,0
user_0127,17,64.52,118.92,3.92,3.76,0.24,40,1.0,0.09,90.94,18.15,0.1507,0
user_0127,18,64.78,119.0,3.88,3.74,0.25,39,1.0,0.0912,90.91,18.08,0.15,0
user_0127,19,64.8,119.0,4.06,3.76,0.26,39,1.0,0.0902,90.81,17.96,0.1504,0
user_0127,20,64.81,119.09,4.02,3.74,0.26,40,1.0,0.0911,91.09,18.27,0.1487,0
user_0127,21,64.98,119.24,3.95,3.75,0.25,39,1.0,0.0936,90.99,18.06,0.151,0
user_0127,22,64.8,118.58,4.07,3.75,0.23,40,1.0,0.0904,90.86,17.99,0.15,0
user_0127,23,64.66,118.92,3.97,3.76,0.24,39,1.0,0.0893,91.01,18.0,0.1501,0
user_0127,24,65.02,118.92,3.91,3.7,0.26,39,1.0,0.0869,91.0,18.03,0.1515,0
user_0127,25,64.77,118.84,3.92,3.74,0.25,40,1.0,0.0871,90.86,18.15,0.1512,0
user_0127,26,65.14,118.97,4.05,3.73,0.26,39,1.0,0.0888,91.14,17.99,0.1507,0
user_0127,27,64.5,118.39,4.03,3.78,0.25,39,1.0,0.089,91.06,17.9,0.1509,0
user_0127,28,64.63,119.14,3.92,3.74,0.25,39,1.0,0.092,91.08,18.03,0.1513,0
user_0127,29,64.53,119.02,4.15,3.74,0.27,39,1.0,0.0867,91.03,18.01,0.1504,0
user_0127,30,64.66,118.92,3.95,3.78,0.25,39,1.01,0.088,91.09,18.01,0.1487,0
user_0127,31,64.87,118.85,4.04,3.75,0.25,40,1.01,0.0895,90.81,17.85,0.1511,0
user_0127,32,64.7,119.13,4.02,3.76,0.24,40,1.0,0.0873,90.9,18.17,0.1512,0
user_0127,33,64.73,118.73,4.0,3.76,0.24,39,0.99,0.0886,91.14,17.87,0.1505,0
user_0127,34,64.75,118.58,3.97,3.72,0.24,40,1.0,0.0882,91.12,18.07,0.1526,0
user_0127,35,64.77,118.6,3.99,3.8,0.24,40,0.99,0.0881,90.94,17.91,0.1514,0
user_0127,36,65.0,119.09,4.0,3.71,0.25,40,1.0,0.0907,90.97,17.94,0.1516,0
user_0127,37,64.92,119.24,4.04,3.73,0.22,39,1.0,0.0907,91.11,17.96,0.1515,0
user_0127,38,64.58,119.18,3.98,3.76,0.25,40,0.99,0.0878,91.1,18.05,0.1496,0
user_0127,39,64.84,118.6,3.91,3.73,0.25,39,1.0,0.0876,90.99,18.04,0.1525,0
user_0127,40,64.88,118.79,3.93,3.72,0.24,39,1.01,0.0885,90.93,18.01,0.1523,0
user_0127,41,64.67,118.98,3.97,3.75,0.26,40,1.0,0.0904,91.03,17.87,0.1505,0
user_0127,42,65.14,118.84,3.98,3.74,0.24,39,0.99,0.0875,90.96,18.06,0.1503,0
user_0127,43,64.81,118.57,3.87,3.76,0.26,40,1.01,0.0907,91.06,17.94,0.1509,0
user_0127,44,64.74,118.81,4.03,3.78,0.26,39,1.0,0.0892,91.11,18.19,0.1508,0
user_0127,45,64.76,118.9,4.08,3.76,0.24,40,1.0,0.0877,90.92,17.88,0.1505,0
user_0127,46,64.96,119.12,4.0,3.79,0.25,39,0.99,0.089,90.9,18.15,0.1494,0
user_0127,47,64.98,118.92,3.91,3.71,0.25,39,0.99,0.0916,91.08,17.89,0.1488,0
user_0127,48,64.96,118.53,4.01,3.76,0.24,39,0.99,0.0894,91.23,17.89,0.1497,0
user_0127,49,64.9,118.26,3.94,3.75,0.24,40,1.0,0.0889,90.91,17.96,0.1507,0
user_0127,50,64.82,119.22,4.05,3.74,0.25,40,1.0,0.0896,90.97,18.03,0.1517,0
user_0127,51,64.94,118.65,3.92,3.79,0.27,40,1.0,0.0882,90.89,18.02,0.1505,0
user_0127,52,64.77,118.58,4.07,3.76,0.25,39,0.99,0.087,91.07,17.95,0.1496,0
user_0127,53,64.88,118.78,4.03,3.72,0.25,40,1.01,0.0875,90.96,18.08,0.1507,0
user_0127,54,64.84,119.21,4.02,3.73,0.26,39,1.0,0.0878,90.87,17.99,0.1507,0
user_0127,55,64.75,119.12,3.94,3.76,0.24,40,1.0,0.0862,90.97,18.02,0.1515,0
user_0127,56,64.95,119.02,4.06,3.78,0.25,39,1.0,0.0876,91.1,18.12,0.1519,0
user_0127,57,64.61,119.13,3.96,3.76,0.26,39,1.0,0.0864,90.97,18.1,0.152,0
user_0127,58,64.91,118.72,3.95,3.74,0.25,40,1.0,0.088,90.95,18.11,0.1507,0
user_0127,59,65.02,119.1,3.96,3.74,0.25,39,1.01,0.0879,91.0,18.03,0.1514,0
user_0128,0,63.71,119.03,4.02,3.57,0.27,39,0.99,0.1049,93.79,18.05,0.0907,0
user_0128,1,64.11,118.71,4.08,3.65,0.26,39,1.0,0.1048,93.43,17.97,0.0907,0
user_0128,2,63.78,119.13,3.99,3.65,0.27,39,1.0,0.1068,93.6,18.28,0.0909,0
user_0128,3,63.95,118.52,3.76,3.63,0.24,40,1.01,0.1039,93.57,17.78,0.0904,0
user_0128,4,63.6,118.65,4.01,3.66,0.26,39,1.0,0.1033,93.63,17.93,0.0937,0
user_0128,5,63.71,119.04,3.99,3.61,0.27,39,1.0,0.1045,93.84,17.99,0.0927,0
user_0128,6,63.67,118.88,4.08,3.62,0.28,39,1.01,0.1049,93.61,18.04,0.0918,0
user_0128,7,63.91,118.92,3.96,3.62,0.24,39,1.0,0.1069,93.71,18.02,0.0921,0
user_0128,8,63.74,118.94,4.05,3.6,0.26,40,1.0,0.1055,93.53,18.1,0.09,0
user_0128,9,63.68,119.03,4.06,3.61,0.27,39,1.0,0.1066,93.62,18.15,0.0924,0
user_0128,10,63.89,119.02,3.84,3.65,0.27,40,0.99,0.1049,93.59,17.81,0.0941,0
user_0128,11,63.97,118.76,3.95,3.62,0.27,39,1.0,0.104,93.54,17.95,0.0915,0
user_0128,12,63.56,118.97,4.11,3.59,0.26,39,0.99,0.1005,93.55,17.93,0.093,0
user_0128,13,63.78,119.18,4.0,3.61,0.28,39,1.0,0.1042,93.57,18.11,0.0921,0
user_0128,14,55.63,139.02,8.58,5.1,1.16,57,0.85,0.2256,86.13,23.02,0.1934,1
user_0128,15,55.8,139.15,8.46,5.13,1.17,57,0.85,0.2227,86.17,22.87,0.1933,1
user_0128,16,55.75,138.77,8.56,5.13,1.16,57,0.85,0.2251,86.07,22.9,0.1933,1
user_0128,17,55.84,139.37,8.6,5.12,1.17,57,0.85,0.2252,86.12,22.96,0.1927,1
user_0128,18,55.7,138.69,8.43,5.09,1.17,57,0.85,0.227,86.03,22.89,0.1922,1
user_0128,19,55.7,139.21,8.49,5.1,1.16,58,0.85,0.2255,86.04,22.9,0.1911,1
user_0128,20,43.67,169.1,15.14,7.34,2.52,85,0.63,0.4032,74.87,30.34,0.3406,3
user_0128,21,43.72,169.02,15.33,7.36,2.52,84,0.63,0.4061,74.8,30.46,0.3423,3
user_0128,22,43.7,168.69,15.27,7.37,2.51,85,0.62,0.4055,74.89,30.41,0.3402,3
user_0128,23,43.86,168.76,15.29,7.39,2.53,84,0.63,0.4037,74.93,30.52,0.3436,3
user_0128,24,43.84,169.27,15.25,7.35,2.54,85,0.62,0.4041,74.97,30.29,0.3407,3
user_0128,25,43.77,168.43,15.19,7.37,2.52,85,0.63,0.4025,74.76,30.48,0.3431,3
user_0128,26,43.88,168.99,15.09,7.39,2.51,84,0.63,0.4038,74.89,30.52,0.3439,3
user_0128,27,43.7,169.15,15.16,7.37,2.51,85,0.63,0.4068,74.89,30.41,0.3404,3
user_0128,28,43.69,169.21,15.29,7.36,2.51,84,0.62,0.4054,74.91,30.65,0.3428,3
user_0128,29,43.46,169.23,15.27,7.36,2.51,85,0.63,0.4042,74.96,30.77,0.341,3
user_0128,30,43.68,168.95,15.14,7.36,2.52,84,0.62,0.4063,74.9,30.56,0.3427,3
user_0128,31,43.91,168.95,15.27,7.38,2.52,84,0.63,0.4027,74.94,30.51,0.3415,3
user_0128,32,43.54,168.99,15.16,7.34,2.49,85,0.62,0.4071,75.01,30.46,0.3418,3
user_0128,33,43.8,168.77,15.23,7.35,2.5,85,0.63,0.4059,74.84,30.43,0.3409,3
user_0128,34,43.85,168.8,15.31,7.35,2.52,85,0.64,0.404,74.83,30.49,0.3432,3
user_0128,35,43.79,168.65,15.35,7.34,2.51,84,0.62,0.4035,74.96,30.49,0.3416,3
user_0128,36,43.95,169.22,15.25,7.35,2.5,85,0.62,0.4046,74.72,30.45,0.3438,3
user_0128,37,43.76,169.28,15.23,7.39,2.5,84,0.63,0.4047,74.79,30.55,0.3419,3
user_0128,38,43.9,168.64,15.23,7.37,2.53,85,0.62,0.4058,74.59,30.38,0.3427,3
user_0128,39,43.87,168.77,15.16,7.39,2.52,85,0.62,0.4038,74.92,30.41,0.3412,3
user_0128,40,38.05,183.17,18.44,8.39,3.13,98,0.53,0.4872,69.69,33.75,0.4113,4
user_0128,41,37.92,182.72,18.41,8.43,3.13,97,0.52,0.4905,69.52,33.79,0.4128,4
user_0128,42,37.96,183.8,18.24,8.45,3.16,97,0.52,0.4881,69.68,34.0,0.4104,4
user_0128,43,37.98,182.82,18.43,8.48,3.14,97,0.52,0.4896,69.62,34.06,0.4131,4
user_0128,44,37.99,182.92,18.49,8.39,3.14,97,0.53,0.4869,69.69,34.09,0.4131,4
user_0128,45,38.15,182.85,18.41,8.46,3.14,97,0.53,0.4874,69.71,34.03,0.4128,4
user_0128,46,37.93,182.76,18.35,8.41,3.14,97,0.52,0.4863,69.68,33.89,0.4127,4
user_0128,47,37.92,183.03,18.4,8.42,3.13,97,0.52,0.487,69.73,33.9,0.4117,4
user_0128,48,38.34,182.98,18.29,8.38,3.13,97,0.52,0.4917,69.48,34.1,0.4131,4
user_0128,49,38.36,182.64,18.37,8.42,3.14,97,0.52,0.4908,69.71,33.85,0.4122,4
user_0128,50,37.99,182.55,18.4,8.39,3.16,97,0.53,0.4895,69.61,33.97,0.4107,4
user_0128,51,37.9,182.87,18.42,8.44,3.15,97,0.52,0.4883,69.81,34.22,0.4132,4
user_0128,52,38.09,182.49,18.32,8.42,3.15,97,0.52,0.4902,69.74,33.89,0.4121,4
user_0128,53,38.23,182.77,18.42,8.45,3.16,96,0.52,0.4894,69.7,34.07,0.4117,4
user_0128,54,38.15,183.06,18.32,8.41,3.14,97,0.51,0.4892,69.68,34.08,0.4123,4
user_0128,55,38.15,183.0,18.34,8.43,3.12,97,0.52,0.4879,69.6,33.99,0.4112,4
user_0128,56,38.05,183.1,18.45,8.41,3.13,97,0.51,0.4873,69.55,34.13,0.4113,4
user_0128,57,38.26,182.64,18.37,8.44,3.14,97,0.52,0.4917,69.78,33.95,0.4117,4
user_0128,58,38.25,183.22,18.56,8.38,3.14,97,0.52,0.4891,69.69,34.08,0.4129,4
user_0128,59,38.18,183.08,18.3,8.38,3.15,97,0.52,0.4883,69.59,33.99,0.4111,4
user_0129,0,63.17,113.75,4.04,4.17,0.33,40,1.0,0.0596,96.0,17.92,0.0925,0
user_0129,1,63.02,114.19,4.09,4.15,0.34,40,1.0,0.0611,96.0,17.99,0.0926,0
user_0129,2,63.04,113.88,4.03,4.21,0.34,40,1.0,0.0605,95.98,17.91,0.0922,0
user_0129,3,63.32,113.28,4.07,4.18,0.35,40,1.0,0.0613,96.0,18.1,0.094,0
user_0129,4,63.0,113.79,3.95,4.17,0.34,39,1.0,0.0618,95.91,17.88,0.0924,0
user_0129,5,63.01,114.32,3.99,4.18,0.34,39,0.99,0.0636,96.13,17.9,0.0921,0
user_0129,6,63.28,113.43,4.0,4.17,0.34,40,1.0,0.0624,95.78,18.07,0.0915,0
user_0129,7,63.41,113.91,3.98,4.23,0.34,40,0.99,0.0605,95.93,17.98,0.0903,0
user_0129,8,62.83,113.79,3.89,4.2,0.36,40,1.0,0.0582,96.06,17.99,0.092,0
user_0129,9,62.91,113.69,4.09,4.16,0.34,40,1.0,0.0631,95.93,17.98,0.0907,0
user_0129,10,62.94,113.52,4.0,4.22,0.35,40,1.0,0.06,95.97,18.04,0.0921,0
user_0129,11,63.12,113.74,4.02,4.17,0.33,39,1.0,0.0613,95.85,17.98,0.0909,0
user_0129,12,63.28,113.9,3.77,4.18,0.33,39,0.99,0.0628,96.1,17.85,0.0927,0
user_0129,13,63.4,113.71,3.93,4.18,0.35,40,1.0,0.0601,96.02,17.99,0.0917,0
user_0129,14,53.43,137.81,9.26,5.99,1.43,61,0.82,0.2031,87.05,24.09,0.2132,1
user_0129,15,53.13,137.89,9.27,5.99,1.42,61,0.82,0.2056,86.95,24.02,0.2125,1
user_0129,16,53.52,137.96,9.3,5.98,1.42,61,0.82,0.2047,87.01,23.99,0.2119,1
